Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Ethnicity,Race,OtherText,SexOrient,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadM1,DyadM2,DyadM3,DyadM4,DyadM5,DyadM6,DyadM7,DyadM8,DyadM9,DyadM10,DyadM11,DyadM12,DyadM13,DyadM14,DyadM15,DyadM16,DyadM17,DyadM18,DyadM19,DyadM20,DyadM21,DyadM22,DyadM23,DyadM24,DyadM25,NRIM1,NRIM2,NRIM3,NRIM4,NRIM5,NRIM6,NRIM7,NRIM8,NRIM9,NRIM10,NRIM11,NRIM12,NRIM13,NRIM14,NRIM15,NRIM16,NRIM17,NRIM18,NRIM19,NRIM20,NRIM21,NRIM22,NRIM23,NRIM24,NRIM25,NRIM26,NRIM27,NRIM28,NRIM29,NRIM30,NRIM31,NRIM32,NRIM33,NRIM34,NRIM35,NRIM36,NRIM37,NRIM38,NRIM39,NRIM40,NRIM41,NRIM42,NRIM43,NRIM44,NRIM45,NRIM46,NRIM47,NRIM48,NRIM49,NRIM50,NRIM51,NRIM52,NRIM53,NRIM54,NRIM55,NRIM56,NRIM57,NRIM58,NRIM59,NRIM60,NRIM61,NRIM62,NRIM63,NRIM64,OtherPaternal,OtherPaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,NRIF1,NRIF2,NRIF3,NRIF4,NRIF5,NRIF6,NRIF7,NRIF8,NRIF9,NRIF10,NRIF11,NRIF12,NRIF13,NRIF14,NRIF15,NRIF16,NRIF17,NRIF18,NRIF19,NRIF20,NRIF21,NRIF22,NRIF23,NRIF24,NRIF25,NRIF26,NRIF27,NRIF28,NRIF29,NRIF30,NRIF31,NRIF32,NRIF33,NRIF34,NRIF35,NRIF36,NRIF37,NRIF38,NRIF39,NRIF40,NRIF41,NRIF42,NRIF43,NRIF44,NRIF45,NRIF46,NRIF47,NRIF48,NRIF49,NRIF50,NRIF51,NRIF52,NRIF53,NRIF54,NRIF55,NRIF56,NRIF57,NRIF58,NRIF59,NRIF60,NRIF61,NRIF62,NRIF63,NRIF64,COS1,COS2,COS3,COS4,COS5,COS6,COS7,COS8,COS9,COS10,COS11,COS12,COS13,COS14,COS15,COS16,FPS1,FPS2,FPS3,FPS4,FPS5,FPS6,FPS7,FPS8,FPS9,FPS10,SBQ1,SBQ2,SBQ3,SBQ4,SBQ5,SBQ6,SBQ7,SBQ8,SBQ9,SBQ10,SBQ11,SBQ12,SBQ13,SBQ14,SBQ15,SBQ16,SBQ17,SBQ18,SBQ19,SBQ20,SBQ21,SBQ22,SBQ23,SBQ24,SBQ25,YRBS1,YRBS2,YRBS3,YRBS4,YRBS5,YRBS6,YRBS7,YRBS8,YRBS9,YRBS10,YRBS11,YRBS12,YRBS13,YRBS14,YRBS15,YRBS16,YRBS17,SDQ1,SDQ2,SDQ3,SDQ4,SDQ5,SDQ6,SDQ7,SDQ8,SDQ9,SDQ10,SDQ11,SDQ12,SDQ13,SDQ14,SDQ15,SDQ16,SDQ17,SDQ18,SDQ19,SDQ20,SDQ21,SDQ22,SDQ23,SDQ23b,SDQ24,SDQ25,FACES1,FACES2,FACES3,FACES4,FACES5,FACES6,FACES7,FACES8,FACES9,FACES10,FACES11,FACES12,FACES13,FACES14,FACES15,FACES16,FACES17,FACES18,FACES19,FACES20,FACES21,FACES22,FACES23,FACES24,FACES25,FACES26,FACES27,FACES28,FACES29,FACES30,FACES31,FACES32,FACES33,FACES34,FACES35,FACES36,FACES37,FACES38,FACES39,FACES40,FACES41,FACES42,FACES43,FACES44,FACES45,FACES46,FACES47,FACES48,FACES49,FACES50,FACES51,FACES52,FACES53,FACES54,FACES55,FACES56,FACES57,FACES58,FACES59,FACES60,FACES61,FACES62,TSCL1,TSCL2,TSCL3,TSCL4,TSCL5,TSCL6,TSCL7,TSCL8,TSCL9,TSCL10,TSCL11,TSCL12,TSCL13,TSCL14,TSCL15,TSCL16,TSCL17,TSCL18,TSCL19,TSCL20,TSCL21,TSCL22,TSCL23,TSCL24,TSCL25,TSCL26,TSCL27,TSCL28,TSCL29,TSCL30,TSCL31,TSCL32,TSCL33,TSCL34,TSCL35,TSCL36,TSCL37,TSCL38,TSCL39,TSCL40,ETI1,ETI2,ETI3,ETI4,ETI5,ETI6,ETI7,ETI8,ETI9,ETI10,ETI11,ETI12,ETI13,ETI14,ETI15,ETI16,ETI17,ETI18,ETI19,ETI20,ETI21,ETI22,ETI23,ETI24,ETI25,ETI26,ETI27,ETI28,ETI29,Qualitative,Source,PsyContM,BehContM,PhysAsM,InducReasM,PsyContF,BehContF,PhysAsF,InducReasF,NRIMCompanion,NRIMConflict,NRIMInstrument,NRIMAntag,NRIMIntimate,NRIMNurturance,NRIMAffection,NRIMReassurance,NRIMRelative,NRIMReliable,NRIFCompanion,NRIFConflict,NRIFInstrument,NRIFAntag,NRIFIntimate,NRIFNurturance,NRIFAffection,NRIFReassurance,NRIFRelative,NRIFReliable,COShindivid,COSvindivid,COShcollect,COSvcollect,CFPSprag,CFPSCompas,SSBQtotal,SUtobacc,SUalcoho,SUmarij,SUillicit,SUtotal,SDQemote,SDQconduct,SDQhyper,SDQpeerprob,SDQprosocial,FACEdisen,FACEenmesh,FACErigid,FACEchaotic,FACEcomm,FACEsatis
100,1972,EN,19,1,187,44,187,25,19,White Christian- Speak English,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,2, , ,1,1,9,3, ,4, ,3, , , , ,3,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,2,1,5,5,2,3,5,5,5,5,5,5,5,5,4,5,5,5,4,3,2,4,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3, , ,2,1,3,1,2,2,2,2,2,2,1,2,1,1,1,1,1,5,4,5,5,5,5,5,5,3,4,2,2,5,5,2,1,1,2,4,4,5,5,5,5,5,5,5,5,3,2,4,1,4,3,4,3,2,2,4,4,5,5,5,5,5,5,5,5,3,3,4,3,3,2,2,2,1,2,4,4,4,4,4,4,4,4,5,5,5,5,1,3,9,7,9,9,5,7,9,9,8,7,9,9,8,3,9,9,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,1,2,1,4,1,1,1, ,1, ,2,1,1,1,3,3,1,2,4,4,6,5,5,1,5,4,1, ,1,1,1,2,1,1,1,1,3,3,1,3,2,2,3,2,3,2,3,2,2,3,3,3,3,1,1,3,2,1,2,2,2,3,5,5,2,2,4,4,5,5,2,3,4,4,5,4,2,3,2,2,5,5,1,2,3,4,5,4,2,2,2,2,5,3,2,1,5,4,4,4,3,4,2,2,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"No, thought it was pretty good.",MSSTATE1,15,10,6,40,13,9,5,39,14,12,15,11,15,13,13,25,9,15,11,12,13,9,5,9,10,23,9,14,30,24,36,36,30,20, ,21,9,2, , ,12,9,13,11,15,14,17,22,22,49,44
100,2595,EN,18,1,187,25,187,25,18,African American,2, ,Women,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2,2, ,2, , ,2,2,7,4, ,3, ,1, , , , ,2,3,4,3,1,3,3,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,3,1,5,5,3,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,1,5,5,3,1,3,3,5,5,5,5,5,5,5,5,5,5,3,1,5,5,2,1,3,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,1, , ,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,5,4,4,5,5,5,5,3,3,3,1,5,3,3,1,3,3,3,3,5,5,5,5,5,3,5,5,3,3,2,3,4,3,2,3,2,3,5,5,5,5,5,5,5,5,5,5,1,3,5,5,1,3,2,1,2,2,5,5,3,3,5,5,5,5,5,5,5,5,1,1,6,6,6,9,9,9,8,9,7,9,9,9,9,7,9,6,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,1,1,1,2, ,1, ,1,4, ,4,2, ,1, , ,1, ,4, ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,3,3,1,2,2,3,2,3,3,3,3,1,3,2,1,2,3,1,2,2,1,1,1,1,2,5,5,2,1,4,2,5,5,1,2,4,1,5,5,2,1,3,2,5,5,2,2,4,1,5,4,2,1,4,1,5,5,1,1,4,2,3,5,3,2,2,2,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,In my opinion nothing was left out.,MSSTATE1,19,5,5,38,13,5,5,35,15,14,15,8,11,15,15,23,7,15,11,9,14,6,7,10,12,23,7,15,31,31,32,33,30,20, ,5,2,2, , ,9,12,12,10,11,13,10,25,11,48,50
100,6339,EN,18,1,187,11,187,11,18,Hispanic,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,1, , ,2,2,7,3, ,5, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,5,3,4,1,4,2,2,3,2,5,5,5,5,3,5,5,5,4,5,1,5,3,3,1,5,3,3,5,5,5,5,5,5,5,5,5,5,1,5,3,3,1,5,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,5,4,1,5,3,2,3,1,5,5,5,5,3,4,5,5,4,5,1,5,4,5,1,4,3,4,4,3,5,5,5,5,5,5,4,5,1,5,4,4,1,5,5,5,4,3,5,5,5, ,5,5,5,5,5,5,5,5,1,2,5,7,7,7,5,1,9,9,3,7,5,7,7,5,6,7,5,5,5,5,5,5,4,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,2,1,3,2,1,3,2,3,1,3,1,1,3,2,3,3,1,1,3,2,1,1,1,1,3,5,4,2,1,4,2,5,5,1,1,5,1,5,5,1,1,3,1,4,5,2,1,2,1,4,2,1,1,4,1,5,5,1,1,4,2,4,4,4,2,4,3,4,5,5,5,5,5,5,5,5,5,4,3,3,5,4,4,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No,MSSTATE1,7,5,5,8,7,5,5,8,13,6,9,3,8,11,13,25,6,15,11,8,13,3,11,11,13,25,6,15,20,20,27,30,30,19, ,5,2,2, , ,9,8,10,9,15,12,8,26,11,49,42
100,4080,EN,19,1,9,25,9,25,19,white,1, ,straight,1,1, , , , , , , , , , ,1, , , , , ,1, , , , , ,2,2,2,2, ,3 brothers, , ,1,1,5,5, ,2, ,2, , , , ,3,3,1,2,2,1,2,2,3,2,1,2,2,2,1,1,1,5,5,5,5,5,5,5,5,2,5,2,5,3,4,3,4,5,3,5,5,3,3,2,3,3,2,3,2,5,3,2,3,2,3,2,4,5,3,2,4,3,2,4,5,4,4,4,2,3,3,4,3,4,2,4,3,3,3,5,5,5,3,3,5,5,5,5,4,5,5,3,3, , ,3,2,4,5,3,3,2,3,3,2,3,3,4,4,3,2,3,2,3,3,4,3,3,2,2,2,3,2,3,2,3,3,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,2,4,3,3,3,3,2,2,4,3,2,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,4,4,3,4,2,3,1,1,9,9,6,5,5,9,5,7,8,7,6,5,3,6,7,4,3,2,4,2,3,3,3,2,2,3,4,1,4,2,1,4,2,2,4,2,4,4,4,2,1,4,1,4,2,4, ,4,1,1,4,1,1,3,1,1,5,4,4, ,1,1,1,2,1,1,3,1,3,2,1,2,3,2,2,1,2,3,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,1,5,3,3,3,2,2,4,3,2,2,2,2,3,3,3,3,2,3,2,3,3,3,1,3,2,4,2,1,2,2,2,3,2,3,3,2,4,2,3,2,2,3,2,2,3,2,2,4,3,2,4,2,3,3,3,4,3,3,3,3,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,14,10,7,40,22,14,16,22,11,10,9,9,14,10,8,21,9,10,7,11,8,9,6,8,8,12,5,10,25,31,24,21,17,10, ,7,9,5, , ,10,9,11,10,11,18,17,14,17,26,33
100,1707,EN, ,1,187,25,187,25,21,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,3, , ,2,2,6,4, ,1, ,2, , , , ,1,2,2,1,3,1,2,1,1,1,1,2,1,1,1,1,1,4,4,4,3,5,5,5,5,4,3,2,1,4,3,2,1,3,3,4,3,5,5,3,3,4,3,4,4,3,3,2,2,3,3,2,1,3,3,5,5,5,5,4,4,5,5,4,4,2,1,4,4,2,1,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2, , ,1,2,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,2,2,2,3,3,4,4,4,4,5,5,4,4,4,4,4,4,1,1,8,7,8,7,3,5,7,7,7,4,7,8,8,3,6,7,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,1,1,2,1, ,4,4,4,4,1,4,1,3,3,1,1,1,2,3,2,1,1,1,1,1,5,4,1, ,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,1,1,1,2,4,3,4,2,4,2,4,4,1,2,4,2,4,4,2,4,3,3,4,4,3,4,4,4,3,4,2,4,3,2,3,4,3,3,2,3,4,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,12,6,5,35,12,6,5,31,11,9,11,6,9,13,14,22,8,14,9,11,9,6,6,9,9,19,5,12,26,19,28,29,30,20, ,5,9,2, , ,10,8,10,8,11,18,21,23,20,29,40
100,4130,EN,18,1,187,25,187,25,18, ,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2,2, ,2, , ,1,1,7,4, ,3, , , , , , ,3,2,2,1,2,1,3,2,2,4,2,3,1,1,1,2,1,3,5,4,3,2,3,1,4,2,3,2,1,2,1,2,1,2,2,4,3,5,3,5,4,2,2,4,4,2,2,3,2,3,3,4,2,1,5,4,4,5,5,5,5,4,3,3,3,2,1,3,2,2,1,1,5,2,2,2,2,2,1,3,3,5,5,1,3,2,1,1,1, , ,2,2, ,4,4,1,2,1,1,1,1,3,1,1,1,1, ,5,5,5,5,5,2,1,3,2,4,2,1,1,5,2,1,2,2,4,3,3,3,5,5,4,2,4,3,5,5,2,1,3,3,2,1,1,5,3,3,5,5,5,5,5,5,5,5,2,1,5,5,5,5,1,5,3,3,4,1,4,4,5,5,5,5,3,4,3,4,1,1,6,1,5,9,8,3,5,6,8,4,5,7,9,4,7,8,3,3,4,5,4,3,4,5,4,5, , , , , , ,1,1,1,1, , , , , , , , ,3, ,4,2,3, ,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,3,2,1,1,2, ,1,3,3,3,1,1,2,3,1,2,1,1,3,2,1,3,2,2,2,4,4,2,1,2,2,2,3,5,4,4,3,4,4,3,4,4,3,3,3,4,3,5,5,2,3,5,2,4,3,3,4,2,3,4,5,3,4,3,3,2,2,4,3,1,3,2, ,4,2,3,1,2,2,5,3,2,2,2,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,14,13,6,25, ,7, ,31,7,10,8,8,4,10,11,19,4,11,12,9,9,9,4,10,9,22,6,14,31,12,22,30,22,18, ,5,2,2, , ,9, ,13,11,12,24,20,25,23, ,24
100,2019,EN,20,1,187,25,187,25,20,England,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,2,Biological Mother,Biological Father,1,1,6,5, ,5, ,11, , , , ,1,2,4,4,4,2,3,1,1,1,2,3,1,1,2,2,2,4,3,4,3,4,4,4,4,2,4,2,4,4,5,2,3,3,4,4,5,5,5,4,5,4,5,5,5,4,5,2,4,3,4,2,4,2,3,4,5,5,5,4,5,5,5,5,5,3,4,4,5,3,4,3,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,1,1, , ,1,3,3,3,4,2,1,1,1,1,2,3,2,1,2,1,1,4,3,3,3,3,2,2,3,2,3,2,4,5,5,1,4,2,4,5,4,4,4,5,5,5,5,5,5,4,4,3,3,4,5,3,4,2,4,5,5,5,5,4,5,5,5,3,4,2,4,5,5,1,4,3,4,3,5,1,4,4,5,5,5,5,5,4,5,5,5,1,1,6,9,5,8,9,6,8,9,4,5,8,9,9,6,8,9,5,5,5,5,5,5,5,5,2,5,4,1,4,4,4,1,1,1,4, ,4, ,4, , ,1, ,1,4,2,4,1,3, ,2,1,1,1,3,1,3,2,1, ,1,1,1,1,1,1,1,1,3,3,1,2,1,1,3,3,2,3,3,1,1,2,2,3,3,1,1,3,2,1,2,2,1,2,4,4,2,2,4,2,4,4,2,2,4,2,4,4,4,2,3,2,4,4,2,3,3,2,3,4,2,2,2,1,4,4,2,2,4,2,5,4,2,2,2,2,4,4,4,4,4,4,5,3,2,4,4,4,4,5,4,5,3,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No,MSSTATE1,20,8,8,30,17,8,7,23,11,11,11,7,8,12,13,23,6,15,9,12,14,5,7,13,12,23,7,15,28,26,29,35,30,17, ,7,5,2, , ,11,7,12,9,13,16,15,22,13,38,42
100,2806,EN,21,1,187,45,187,25,21,Latino,3, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,1,n/a,n/a,1,1,5,3, ,5, ,11, , , , ,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,1,5,2,2,1,5,3,5,2,5,5,5,5,5,5,2,5,5,3,5,2,2,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,1,5,3,5,1,5,2,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,5,3,4,2,3,1,5,5,5,1,5,2,2,1,4,5,5,5,5,2,2,5,5,3,3,1,5,5,5,1,5,2,2,3,3,5,5,3,3,5,5,5,5,1,5,5,5,1,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,9,9,9,9,9,7,7,9,7,9,9,9,9,9,9,9,4,4,3,5,4,4,4,4,3,4,2,1,2,1,1, ,1,2,1, ,2, ,2,3, ,3,1, ,2,1, ,2,1,1,2,1,1,1,1,1,3,2,1, ,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,2,3,1,3,1,1,2,2,2,3,1,1,3,3,1,2,1,1,3,4,4,2,2,3,1,4,4,2,2,2,2,4,4,2,2,2,2,4,4,2,2,4,2,4,4,2,2,2,2,4,4,2,2,4,2,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,9,5,5,40,7,5,5,34,10,9,10,3,8,9,12,25,7,15,10,8,15,3,7,9,13,23,5,15,34,34,34,36,24,15, ,5,5,2, , ,8,6,11,9,14,16,15,20,13,40,40
100,2489,EN,18,1,189,25,187,25,18,european desent,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,"2, brother and sister",biological mother,biological father,1,1,5,1, ,3, ,1,southern baptist, , , ,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,5,5,4,4,5,5,5,5,3,4,1,4,3,3,1,3,2,3,3,3,5,5,5,5,2,3,5,5,3,3,1,3,3,4,1,3,1,3,5,5,5,5,5,5,5,5,3,3,1,3,5,5,1,3,2,2,1,2,5,5,5,5,5,5,5,5,4,3,5,5,2,2, , ,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,5,4,4,3,5,5,5,5,3,4,1,5,4,4,1,4,2,4,3,4,5,5,5,5,2,3,5,5,2,4,1,4,3,4,1,4,2,4,4,4,5,5,5,5,5,5,5,5,1,4,4,4,1,4,2,4,2,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,6,6,5,7,6,5,7,9,9,8,8,8,6,2,5,3,5,5,5,5,5,5,5,5,3,5, , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,1,2,2,1, ,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,3,2,3,1,1,3,2,2,3,1,1,3,2,1,2,1,1,2,5,2,1,2,4,2,4,4,1,2,4,2,5,5,2,2,2,2,4,4,1,2,3,2,4,3,2,2,4,1,4,4,2,1,4,2,4,3,3,2,3,2,4,4,5,5,5,5,5,5,4,3,4,4,3,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,10,7,5,38,10,6,5,36,9,7,11,3,5,9,11,25,6,15,10,7,11,3,6,9,11,25,4,15,27,21,25,27,30,18, ,6,4,2, , ,9,7,9,11,14,12,13,24,13,45,39
100,4369,EN,19,1,187,25,187,25,19,White,1, ,Heterosexual,1,1, , , , , , , , , , ,1, , ,1, , , , , , , , ,1,1,2,2, ,3, , ,1,1,5,5, ,3, ,1, , , , ,1,2,1,3,2,4,2,3,1,3,2,4,3,2,3,2,2,1,3,4,4,2,2,3,3,3,3,2,1,2,2,3,2,1,3,4,3,2,3,2,2,1,2,3,1,2,2,3,2,2,1,2,3,3,2,3,2,3,2,3,3,1,2,3,2,3,1,3,3,1,2,3,2,3,2,1,2,1,3,2,1,2,2,1,3,1,3,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,4,2,2,2,2,3,3,2,1,2,2,1,1,3,3,3,3,3,2,4,5,3,2,2,1,2,2,2,1,2,1,3,4,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,1,3,3,4,4,5,5,5,5,5,5,4,4,5,5,1,2,2,4,2,4,2,4,5,3,5,4,5,3,4,5,3,5,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,3,1,2,1,3,1,3,1,2,3,1,2,2,1,2,1,1,1,1,1,1,3,1,1, ,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,3,1,1,2,3,2,1,2,1,1,2,2,1,2,3,1,2,2,1,2,1,2,3,3,4,2,1,3,3,2,3,2,1,2,1,2,1,2,3,1,3,4,1,2,3,3,2,1,2,3,3,1,2,3,2,3,1,2,1,3,2,2,1,2,3,3,1,4,5,3,2,3,1,2,1,3,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Nope,MSSTATE1,15,13,12,22,7,5,5,26,8,9,7,6,7,10,8,9,3,6,10,11,10,6,6,7,9,23,6,14,13,17,15,15,9,6,56,5,4,2, , ,12,7,6,10,10,13,14,15,18,26,20
100,7173,EN,18,1,187,44,187,44,18,Caucasian,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,3, , ,2,1,5,5, ,4, ,2, , , , ,3,3,4,3,4,2,5,3,5,1,2,1,1,1,1,1,1,4,5,5,5,5,4,3,5,4,4,2, ,4,4,2,2,4,5,2,2,5,5,5,5,5,3,5,5,5,5,2,2,4,5,2,2,5,5,5,5,5,5,5,5,5,5,4,5,2,2,4,5,1,5,5,5,3,3,5,5,4,5,5,5,4,5,5,4,5,5,1,3, , ,4,3,4,4,4,2,3,4,2,2,4,2,2,1,1,2,1,3,3,4,4,4,3,3,3,3,3,2,2,5,5,2,2,1,1,2,2,5,5,3,3,5,4,5,5,5,5,4,1,5,5,2,2,2,2,4,4,5,5,3,3,5,5,4,4,2,2,3,3,2,2,2,2,2,2,4,4,3,3,5,5,4,4,5,5,5,5,1,1,5,5,7,7,6,5,6,5,7,5,7,7,5,3,5,7,5,5,5,5,5,5,5,5,5,5,4,2,3,4,1,1,1,1,3, ,4, ,2,4,1,2,1, ,2, , ,1,2, ,2,5,5,7,3,3,3,3,3, ,1,1,1,1,2,1,1,1,3,2,3,2,2,2,2,3,3,3,3,2,3,2,3,3,3,1,3,3,2,1,2,2,3,1,5,4,2,3,4,3,4,4,2,2,4,3,4,2,2,2,4,2,3,3,2,1,3,3,3,5,2,2,4,1,4,3,3,3,4,3,4,4,3,3,4,3,2,3,3,3,3,3,3,4,2,3,3,2,2,3,3,3,3,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,24,12,5,36,24,14,7,27,13,11,12,5,14,10,13,23,9,15,12,13,13,6,5,8,11,18,7,15,23,18,25,26,30,20, ,23,6,5, , ,17,8,11,12,14,16,16,27,18,29,27
