Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Ethnicity,Race,OtherText,SexOrient,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,SDQ1,SDQ2,SDQ3,SDQ4,SDQ5,SDQ6,SDQ7,SDQ8,SDQ9,SDQ10,SDQ11,SDQ12,SDQ13,SDQ14,SDQ15,SDQ16,SDQ17,SDQ18,SDQ19,SDQ20,SDQ21,SDQ22,SDQ23,SDQ23b,SDQ24,SDQ25
100,1840,EN,18,1,187,44,187,17,10,Lebanese,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,my biological mother,my biological father,1,1,6,3, ,3, ,2, , , , ,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,4,5,5,3,2,2,1,2,2,2,3,3,2,3,1,2,2,2,2,2,1,1,3,3,1,3,2,2,2
100,2141,EN,18,2,187,25,187,44,3,white,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,2,2,6,2, ,3, ,1,non denominational, , , ,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,3,3,3,2,3,1,1,3,2,2,3,1,1,3,3,1,2,1,2,3
100,4323,EN,19,2,187,44,187,44,19,Language,1, , ,1, , ,1, , , , , , , , ,1, , ,1, , , , , , , , ,1,1,2, , ,5, , ,3,3,6,5, ,5, ,1, , , , ,2,1,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,3,2,1,2,2,3,3,2,3,1,1,1,1,2,3,1,1,2,3,1,2,1,1,3
100,9829,EN,18,2,187,44,187,44,18 years,white/asian,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,1, , ,2,my biological mother,my biological father,1,1,7,1, ,1, ,1, , , , ,3,2,2,2,2,1,3,2,1,1,2,2,1,1,1,1,1,3,4,3,3,3,3,3,3,3,2,1,2,2,2,3,2,3,2,3,1,2,2,2,3,3,1,1,2,2,1,1,1,1,2
100,12912,EN,18,2,187,44,187,44,18,"white, english, catholic",1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,2, , ,2,2,7,2, ,4, ,2, , ,1,mother,1,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,3,4,3,3,3,1,2,2,3,3,3,3,3,2,1,3,3,3,3,1,1,3, ,1,3,2,3,3
100,2972,EN,19,2,187,25,187,25,19,Caucasian,1, ,male, ,1, , , , ,1, , ,1, , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,2,6,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,2952,EN,19,2,187,25,187,25,19,white,1, ,Straight,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,1,1,2, , ,2,n/a,n/a,1,2,4,2, ,2, ,12, , , , ,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,4,3,5,3,2,2,2,1,2,2,2,3,2,3,1,1,2,1,2,3,1,1,2,2,1,1,1,1,2
100,4222,EN,18,2,187,25,187,25,18,Mississippi Band of Choctaw Indians,6, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4, , ,1,1,6,5, ,4, ,11, , , , ,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,4,3, ,5,3,1,2,3,1,2,2,2,3,2,3,1,1,2,2,2,3,1,1,3,3,1,2,1,1,2
100,2164,EN,18,2,187,10,187,1,14,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,mother,father,1,1,7,2, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,5,4,5,5,5,5,3,2,2,2,1,1,3,3,3,2,3,1,1,3,2,3,3,1,1,3,3,1,1,1,2,2
100,3033,EN,18,2,187,25,187,25,18,Caucasian,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Grandmother,Step-Grandfather,4,4,7,3, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,3,1,1,2,1,1,1,2,3,2,3,1,1,3,1,2,3,1,1,3,3,1,2,1,1,3
100,6486,EN,18,2,187,19,187,25,18,white,1, ,female,1,1, , , , , , ,1,1, , , , , , , , , , ,1,1, , ,10,10,2, , ,4,my grandmother,my grandfather,1,1,5,6,i don't know,6,i don't know,11, , ,1,grandmother,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,3,3,2,2,3,2,1,3,2,3,2,2,2,1,2,2,2,3,1,1,3,2,1,3,2,1,2
100,1052,EN,19,2,187,25,187,25,8 years,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,5,2, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,5,5,5,3,2,2,2,1,1,2,2,2,2,3,1,1,3,2,2,3,1,1,3,3,1,2,1,1,3
100,1554,EN,18,1,187,25,187,25,18,American,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,1,10,3, ,2, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,2,1,2,1,1,2,1,3,2,3,1,1,3,1,1,2,1,1,3,3,1,1,1,1,3
100,3676,EN,18,2,187,25,187,25,18,white/caucasian,1, ,strictly heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1 biological brother,still my biological mother,still my biological father,3,2,8,2, ,4, ,11, , , , ,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,2,2,1,1,3
100,1733,EN,18,2,187,1,187,1,18,White,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,3, ,3, ,1, , , , ,1,1,3,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,5,2,1,3,2,4,5,2,2,3,2,2,1,2,3,3,2,3,3,3,3,3,3,3,1,1,3,2,1,2,2,2,1
100,2508,EN,18,1,187,25,187,25,18,African American,2, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,3,4, ,3, ,1, , , , ,3,4,3,2,4,3,3,2,2,2,1,2,1,3,2,2,3,2,2,2,2,3,2,2,2,3,3,1,2,1,2,1,3,3,3,3,1,1,3,1,2,3,2,2,3,3,2,1,2,1,3
100,3231,EN,19,2,187,19,187,19,19,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,3,2,2, , ,2, , ,1,1,9,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,2,1,2,1,1,3, ,3,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3
100,1817,EN,18,2,187,19,187,19,18 years,Caucasian,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,one biological older sister, , ,2,1,8,3, ,2, ,11, , , , ,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,3,1,3,2,1,2,3,2,2,3,3,1,1,3,2,3,3,1,1,2,3,1,1,1,2,2
100,1646,EN,18,2,187,25,187,25,18,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,5,5,8,3, ,2, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,2,2,1,2,2,3,3,2,3,2,1,3,2,2,3,1,1,3,3,1,1,1,2,3
100,15598,EN,18,2,187,25,187,25,18, ,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,3,3,7,2, ,2, ,1,methodist, , , ,1,1,1,1,1,1,2,1,1,2,3,3,1,1,1,1,1,3,5,5,5,5,5,5,5,3,1,3,1,1,1,3,3,3,1,3,1,2,3,2,3,3,1,1,3,2,1,3,2,2,3
100,1276,EN,18,1,187,25,187,25,18, ,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,5, , ,2,2,10,1, ,3, ,2, , , , ,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,3,2,1,1,1,2,2,3,2,2,2,1,1,2,2,2,3,1,1,2,2,1,1,1,1,2
100,16598,EN,19,2,187,25,187,25,19,white american,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,1,1,6,3, ,3, ,11, , , , ,1,1,2,3,3,1,2,1,2,1,1,1,1,1,1,2,2,4,5,5,5,5,5,5,5,3,1,1,2,1,2,3,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,2,2,2,3
100,3840,EN,18,2,135, ,187,25,15,hispanic,3, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,7,5, ,5, ,11, , ,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,3,3,3,2,3, ,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3
100,2332,EN,18,2,187,25,187,25,18,american,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,3,9,2, ,3, ,2, , , , ,2,2,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,2,2,3,2,3,3,3,2,2,3,1,2,2,3,3,3,1,1,2,3,2,2,3,3,2
100,16516,EN,18,2,187,25,187,25,18,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,10,10,2, , ,0,N/A,N/A,1,1,7,3, ,3, ,1, , , , ,4,4,4,5,5,3,4,3,3,2,3,3,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3, ,1,2,2,2
100,6887,EN,18,1,187,44,187,11,18,Christian,1, ,Male,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,3, , ,2,2,6,2, ,3, ,1, , , , ,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,2,3,2,1,1,3,3,3,1,3,1,2,3,2,2,3,1,2,3,2,1,2,2,2,1
100,1849,EN,19,2,187,25,187,25,19 years,American,1, ,Female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,3,9,1, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,3,1,2,2,2,2,3,2,2,1,1,3,3,3,3,1,2,3,3,1,2,1,2,3
100,4157,EN,20,1,187,25,187,25,20,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,3,no one,no one,1,1,3,3, ,3, ,1, , , , ,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,3,3,3,1,1,2,1,1,3,2,3,1,3,1,1,3,2,1,3,1,2,3,2,2,1,1,1,2
100,5242,EN,19,2,187,25,187,25,19 years,a white American,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,6, , ,1,1,6,3, ,2, ,1, , , , ,3,3,2,4,3,1,3,1,2,1,1,2,1,1,1,1,1,3,4,4,3,4,4,4,4,3,2,3,3,1,2,3,3,3,2,3,1,2,2,3,3,3,1,2,3,2,1,3,2,2,2
100,15995,EN,18,2,187,25,187,25,18,american,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,biological mother,biological father,1,1,7,3, ,1, ,1,baptist, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,1,3,1,1,2,1,3,2,3,1,1,3,3,2,3,1,1,3,2,1,1,1,2,3
100,5396,EN,19,1,187,25,187,25,19,white,1, , ,1,1,1,1, , , , , , , , ,1, , ,1, , , , , , , , ,1,1,2, , ,3, , ,1,1,5,3, ,3, ,13, , , , ,3,2,3,3,2,3,3,4,3,4,2,3,2,3,3,4,4,3,2,3,2,3,2,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1
100,22124,EN,18,2,187,25,187,25,18,White,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,4, , ,1,1,7,5, ,3, ,1, , , , ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,4,4,5,1,2,2,3,1,3,1,2,1,1,3,3,2,1,2,3,2,1,1,1,2,2,3,1,1,2
100,2127,EN,18,2,187,25,187,25,18, ,1, ,Female,1, , , , , , , , , , , ,1, , ,1, , , , , , , , ,1,1,2, , ,3,Step-mother, ,1,1,6,3, ,5, ,1,Methodist, , , ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,3,4,3,3,2,2,3,1,2,2,2,2,1,3,1,1,2,2,2,3,1,1,2,2,1,2,1,1,2
100,2612,EN,20,1,187,44,187,44,20,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,2, , ,2,2,7,3, ,2, ,2, , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,2,2,1,2,2,1,3,2,3,1,1,3,1,2,3,1,1,3,2,1,3,1,1,2
100,5012,EN,18,1,187,1,187,25,18,African American,2, ,Hetero-sexual, , , , , , , , ,1,1, , , , , , , , , , , , , , ,10,2,2, , ,1, ,Uncle,1,1,5,5, ,6,11th,2, , ,1,Aunt,3,3,3,2,3,5,3,3,1,2,3,3,2,3,4,5,5,2,3,2,3,4,2,3,3,3,2,1,2,1,2,2,3,3,1,1,2,2,3,2,2,3,1,1,3,3,1,1,1,1,2
100,4038,EN,18,2,187,25,187,25,10,English,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4, , ,2,1,7,2, ,2, ,11, , , , ,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3,2,2,1,2,2,2,2,2,2,2,1,3,2,2,3,1,1,2,2,1,2,1,1,2
100,1875,EN,18,2,187,11,187,25,16,White,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,N/A,N/A,1,1,7,3, ,5, ,8, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,3,4,5,4,5,2,1,1,2,1,2,2,2,2,1,3,2,1,2,1,2,2,1,1,2,3,1,2,1,1,2
100,1474,EN,19,2,187,25,187,25,19,caucasian,1, ,straight, ,1, , , , , , , , , , , , , , ,1,1, , , , , , ,2,6,2, , ,1,guardian,guardian,4,3,5,4, ,3, ,11, , , , ,1,1,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,3,3,3,3,1,2,3,3,3,3,1,2,3,2,2,3,2,2,1
100,1811,EN,18,2,187,19,187,25,2,white,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,1,7,3, ,2, ,1, , , , ,4,4,4,4,1,1,4,4,1,3,1,1,1,1,1,1,1,1,3,4,4,4,2,1,4,2,1,2,2,1,1,2,3,2,1,3,1,3,2,3,2,3,1,1,2,2,1,1,2,2,1
100,2242,EN,18,2,187,25,187,25,18,Multiracial,5,Biracial,Female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,6,4, ,3, ,1, , , , ,1,2,2,1,3,1,1,1,2,2,3,1,1,1,1,2,1,5,5,5,5,5,5,5,5,3,1,1,1,1,1,2,1,2,1,3,1,1,3,2,1,3,1,1,3,3,1,1,1,1,3
100,2273,EN,18,2,187,25,187,25,18,white,1, ,female, ,1, , , , , , , , , , , , , , , , ,1, , , , , ,2,7,2, , ,0,my aunt,my grandfather,1,1,7,5, ,5, ,11, , ,1,Amy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,2,3,2,1,2,2,1,2,2,1,1,3,3,1,1,2,2,1,3,3
100,395,EN,18,2,187,25,187,25,18,Multiracial,5,Biracial,Female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,3, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,1024,EN,18,2,187,25,187,25,18,American (the South),1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,1,8,2, ,2, ,1,United Methodist, , , ,2,3,3,1,3,1,3,1,2,1,1,2,1,1,1,1,1,4,4,4,4,4,4,5,4,2,1,3,2,3,2,1,2,3,1,3,1,3,2,2,3,3,1,1,2,2,1,1,2,1,2
100,1956,EN,18,2,187,15,187,25,17,Baptist,1, ,opposite sex attraction,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,1,5,5, ,2, ,11, , , , ,2,3,4,4,1,3,3,1,1,1,1,1,1,1,2,1,1,2,5,5,5,5,3,3,4,3,1,2,2,2,3,3,3,3,1,3,1,2,3,1,3,3,1,1,3,3,1,3,1,2,3
100,13989,EN,18,2,187,44,187,44,18,caucasian,1, ,idk probably gay,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,8,1, ,3, ,3, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,5,5,5,5,2,1,2,1,1,2,2,2,1,2,3,1,2,2,2,2,2,1,1,2,3,1,1,1,1,3
100,34701,EN,20,1,187,25,187,25,20,White,1, ,Male,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4, , ,1,1,8,1, ,2, ,11, , , , ,2,1,1,2,1,2, ,1,1,2,2,2,1,1,1,2,2,4,3,3,3,4,3,4,3,3,3,1,2,2,2,1,1,1,3,3,2,3,3,3,2,3,2,1,2,2,2,2,1,1,1
100,32113,EN,18,1,187,25,187,25,18,asian,4, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,biological mother,biological father,2,2,8,4, ,5, ,6, , , , ,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,3,1,2,3,2,1,2,2,2,3,1,2,3,3,2,3,1,1,2,3,1,2,1,2,3
100,33714,EN,18,2,187,1,187,25,18 years,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,5,3, ,3, ,1,methodist, , , ,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,4,5,4,3,1,1,3,1,2,3,2,3,1,3,1,1,2,1,3,3,1,1,2,2,1,3,2,3,1
100,2127,EN, ,2,187,25,187,25,19,Caucasian,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,biological mother,biological father,2,1,7,3, ,3, ,1, , , , ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,4,5,5,5,5,5,3,2,2,2,2,1,2,2,3,1,3,1,1,3,2,2,3,1,1,3,3,1,1,1,1,3
100,1483,EN,18,1,187,25,187,25,18,Caucasian,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,3, ,2, ,2, , , , ,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,1,2,1,1,3,3,3,3,3,1,2,2,2,3,3,1,1,3,1,1,1,2,1,3
100,834,EN,18,2,187,25,187,25,18,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,7,5, ,5, ,11, , ,1,Mother,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,1,1,3,3,3,3,3,3,3
100,1136,EN,18,2,187,36,187,25,16,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,6,2, ,3, ,13, , , , ,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,4,3,4,3,3,4,4,4,3,2,1,2,1,2,2,1,3,2,3,1,1,2,2,2,3,1,1,2,2,1,1,2,1,2
100,782,EN,19,2,187,44,187,44,19,Religion,1, , ,1, , ,1, , , , , , , , ,1, , ,1, , , , , , , , ,1,1,2, , ,5, , ,3,3,6,5, ,5, ,1, , , , ,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1,2,2,2,3,1,1,3,2,3,3,1,1,2,3,1,2,2,1,3
100,1427,EN,19,1,187,44,187,25,19,white,1, ,male,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,2, , ,2, , ,1,2,3, , , , ,11, , ,1,mother,3,2,2,3,2,2,2,3,4,2,3,2,2,1,3,2,3,3,3, ,2,1,4,3,2,2,1,2,2,1,1,2,2,1,2,2,1, ,2,1,2,2,2,1,1,1,2,2,2,1,1
100,1236,EN,18,2,187,25,187,25,18,American,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,5,5,6,2, ,3, ,11, , , , ,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,2,1,2,2,1,2,3,3,2,3,1,1,3,3,3,3,2,1,3,2,1,2,1,3,2
100,1785,EN,18,2,187,25,187,25,18,Caucasian,1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,10,2, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3,3,3,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,80296,EN,19,2,187,25,187,25,19,caucasian,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,biological mother,biological father,2,1,6,3, ,3, ,11, , , , ,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,2,3,1,1,2,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,2,1,1,3
100,1555,EN,18,2,187,25,187,25,18,Caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,"none, only child", , ,1,1,7,2, ,1, ,1,Baptist, , , ,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,3,1,1,2,1,1,2,2,3,1,3,1,1,3,1,1,3,1,1,2,3,1,2,1,1,2
100,1777,EN,18,2,187,44,187,25,18,white american,1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,9,4, ,3, ,1, , , , ,1,1,2,2,2,1,3,2,2,1,1,2,1,1,1,1,1,4,5,5,5,5,5,5,5,3,1,1,1,1,1,2,2,2,2,3,1,1,3,1,3,3,1,1,3,3,1,1,1,1,3
100,1672,EN,18,2,187,19,187,25,18,Caucasian,1, ,Bisexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,3,5, ,5, ,13, ,Non religious, , ,3,3,4,4,4,3,5,4,5,2,4,4,2,1,1,2,1,2,2,2,1,1,1,1,3,2,3,3,3,2,1,2,3,3,3,2,1,3,2,2,2,2,1,1,3,2,2,3,2,1,2
100,1785,EN,20,1,187,25,187,25,20,American,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,biological mother,biological father,2,1,6,4, ,2, ,1,Presbyterian, , , ,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,3,3,2,1,2,2,2,2,3,3,2,3,2,2,3,2,2,3,1,1,3,3,1,1,2,2,2
100,1834,EN,19,2,187,11,187,1,18, ,1, ,heterosexual, ,1,1, , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,3,biological mother,step father,1,1,6,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,4,5,5,5,4,1,5,3,2,3,2,3,2,3,3,3,1,3,1,2,2,2,3,3,1,2,3,2,1,1,2,2,2
100,1211,EN,18,2,187, ,187,25,18,white,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,1,5,2, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,3,1,2,1,1,2,3,3,3,1,3,1,1,3,2,2,3,1,1,3,3,1,1,1,1,3
100,2202,EN,18,1,187,25,187,25,18,Caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,5,3, ,3, ,1, , , , ,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,4,5,5,5,5,5,3,2,1,3,1,1,2,2,3,3,3,2,1,3,3,2,3,1,1,3,2,1,2,1,1,2
