Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,FACES1,FACES2,FACES3,FACES4,FACES5,FACES6,FACES7,FACES8,FACES9,FACES10,FACES11,FACES12,FACES13,FACES14,FACES15,FACES16,FACES17,FACES18,FACES19,FACES20,FACES21,FACES22,FACES23,FACES24,FACES25,FACES26,FACES27,FACES28,FACES29,FACES30,FACES31,FACES32,FACES33,FACES34,FACES35,FACES36,FACES37,FACES38,FACES39,FACES40,FACES41,FACES42,FACES43,FACES44,FACES45,FACES46,FACES47,FACES48,FACES49,FACES50,FACES51,FACES52,FACES53,FACES54,FACES55,FACES56,FACES57,FACES58,FACES59,FACES60,FACES61,FACES62
100,984,EN,19,1,187,11,187,25,1,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,6,5, ,5, ,11, , , , ,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,4,2,4,2,2,2,4,4,1,2,4,1,5,4,2,2,2,2,4,4,1,2,2,2,2,2,2,2,2,1,4,4,2,2,4,2,5,4,4,2,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
100,1668,EN,18,2,187,1,187,1,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,2, , ,1,1,5,5, ,5, ,1,Assembly of God, , , ,2,2,4,4,4,2,3,4,4,2,3,4,2,1,2,3,3,3,4,3,3,3,3,3,3,5,3,3,2,4,2,4,4,2,2,4,2,4,4,2,2,4,2,4,5,2,2,4,2,4,2,3,2,4,2,4,4,3,1,4,2,4,4,3,2,3,3,2,2,3,4,3,4,4,3,1,4,3,2,3,3,3,2,2,2,2,4
100,888,EN,19,2,187,25,187,25,19, ,1, , , , ,1, , ,1, , , ,1, , , , , , , , , , ,2,2,2, , ,1,aunt, ,1,2,6,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100,3254,EN,18,2,187,44,187,44,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,3,3,7,3, ,3, ,13, ,Methodist,1, ,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,3, ,1,4,2,5,5,1,1,5,1,5,5,1,4,3,2,5,4,1,4,4,2,5,4,5,1,4,1,5,4,5,1,4,4,5,5,4,2,3,2,4,5,5,5,5,5,5,4,4,4,5,3,4,4,4,4,4,4,4,5
100,2197,EN,20,1,187,37,187,25,17,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,3,2, ,5, ,2, , , , ,2,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,3,3,4,4, ,2,3,2,4,4,3,3,4,2,4,4,2,3,2,2,4,4,4,4,4,3,4,3,2,2,3,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
100,7583,EN,18,1,187,1,187,1,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,Biological Mother,Biological Father,1,1,7,1, ,2, ,11, , , , ,2,2,2,1,3,1,2,1,2,1,2,2,1,1,1,2,1, ,4,4,4,4,4,4,4,4,3,2,2,4,2,4,4,1,2,4,1,5,5,2,2,2,2,4,4,2,2,3,2,4,4,2,2,2,2,4,4,2,1,4,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
100,1435,EN,18,1,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,3,7,3, ,3, ,11, , ,1, ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,4,4,4,4,5,4,2,2,4,1,5,4,1,2,5,1,5,4,1,2,4,1,4,4,1,1,4,2,3,2,2,4,2,1,4,4,2,1,4,2,4,3,4,1,2,1,4,4,5,4,5,5,5,5,4,5,5,4,4,4,4,5,4,4,4,5
100,875,EN,19,1,187,11,187,11,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,1,1,9,5, ,2, ,7, , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,2,1,4,3,4,4,1,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
100,2214,EN,18,1,187,25,187,25,18, ,1,1, , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,0, ,Mother,1,1,7,2, ,2, ,2, , , , ,3,3,3,3,4,1,2,1,1,1,3,3,2,1,1,1,1,4,4,5,5,5,5,5,5,5,5,2,1,2,1,5,5,1,2,4,1,5,5,1,1,2,1,5,5,1,2,5,1,4,2,1,1,2,1,5, ,1,1,5,1,5,5,2,2,2,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
100,1404,EN,18,1,187,19,187,19,18,1,1, , , , , , ,1,1, , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,6,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,1,2,1,1,5,5,1,1,3,3,5,5,2,3,1,1,5,5,2,2,4,2,4,3,2,2,2,2,4,4,2,1,4,2,4,4,3,3,2,1,4,4,4,4,5,5,5,4,4,5,3,4,4,5,3,4,4,3,4,5
100,2202,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,3,4,3, ,3, ,2, , , , ,2,2,2,2,3,2,4,1,2,1,2,3,1,1,1,1,1,4,3,4,4,4,4,4,5,5,3,3,2,2,2,5,4,1,2,4,3,5,5,2,2,1,2,4,4,2,2,2,3,5,3,2,2,3,3,4,2,2,2,2,3,4,4,3,4,3,4,4,4,5,5,4,4,4,4,2,4,4,4,4,3,4,3,4,2,3,4
100,1690,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,8,3, ,3, ,13, ,Episcopal, , ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,5,4,5,4,5,5,5,4,2,2,2,2,4,4,2,2,3,2,5,5,2,2,2,2,4,4,2,1,4,3,4,4,2,2,3,2,3,3,3,2,4,2,4,4,4,2,2,2,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,4,5,5
100,1242,EN, ,2,187,44,187,25,3,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,1,3,5,3,1,4,1,3,4,1,3,4,1,1,5,1,3,4,1,1,5,1,3,5,1,4,4,1,1,3,1,1,3,1,1,5,1,3,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
100,1190,EN,22,2,187,14,187,25,3,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,2,1,2, , ,1,Biological Father,N/A,1,1,4,5, ,4, ,2, , ,1,Biological Father,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,3,2,3,4,3,3,2,4,3,3,2,4,2,3,3,4,4,3,4,3,2,2,3,4,3,3,3,4,4,4,4,4,4,3,3,3,4,3,2,3,3,4,2,2,4,3,3,2,3,3,2,2,3,2,3,3,2,3
100,1818,EN,18,2,187,36,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,6,2, ,3, ,13, , , , ,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,3,2,4,2,3,3,3,4,3,3,2,2,2,2,2,2,3,2,2,2,4,4,2,2,2,2,4,3,2,2,3,3,2,2,4,2,2,3,2,2,3,1,4,2,2,3,4,3,2,2,2,4,2,2,4,3,3,3,4,2,2,4,3,2,2,4,2,3,3,3
100,3829,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,1,9,2, ,3, ,2, , , , ,3,2,2,1,1,1,3,1,2,2,2,1,1,1,1,1,1,3,5,5,5,5,5,5,4,4,4,3,2,3,2,4,4,1,4,3,4,5,3,2,2,3,2,4,4,3,3,4,3,3,2,2,3,4,1,4,4,2,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,5,2,4,3,2,3,4,3,2,2,3,3,5
100,1706,EN,18,2,187,44,187,44,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4,my aunt,my uncle,1,1,8,2, ,3, ,2, , , , ,4,4,4,4,4,3,2,3,3,1,3,2,2,1,1,2,1,4,5,4,5,5,4,2,4,5,4,2,1,5,1,4,2,1,3,5,2,5,3,2,1,3,1,4,4,2,2,4,1,4,5,2,2,3,1,4,5,3,1,4,1,4,4,4,3,2,1,4,4,4,3,4,4,5,5,2,4,4,5,5,4,3,4,3,3,2,4
100,4899,EN,18,1,187,34,187,25,11,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,3,5, ,5, ,11, , , , ,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,2,2,2,4,4,4,2,2,5,3,2,3,4,2,1,3,5,4,2,1,4,4,4,4,3,1,2,4,4,3,1,4,1,4,4,4,1,3,4,5,3,5,3,4,4,5,2,3,2,2,3,4,2,2,3,5,4,3,3,3,4,5,5,3,5
100,1588,EN,18,1,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,1,1,6,5, ,4, ,1, , , , ,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,2,2,5,5,2,2,2,2,4,4,4,4,2,2,5,5,2,3,2,3,4,4,2,2,2,1,4,2,2,1,2,2,4,4,2,3,3,2,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4
100,3224,EN,18,1,187,1,187,25,1,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,1, , ,1,1,8,2, ,3, ,1, , , , ,2,2,2,1,2,2,4,2,2,2,2,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,1,4,2,4,2,4,2,4,4,4,1,4,4,4,4,2,2,4,4,4,5,2,1,4,4,2,2,4,1,4,2,2,2,4,2,2,4,4,2,4,2,2,2,2,4,2,2,4,4,3,2,3,3,3,2,3,2,3,2,2,2
100,2699,EN,18,1,187,1,187,25,0,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,1,7,1, ,1, ,8, , , , ,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,5,4,4,4,4,3,4,4,4,4,3,2,5,4,2,3,2,2,4,4,3,2,3,1,4,4,4,2,1,1,4,4,2,3,2,4,4,4,1,2,4,2,4,3,4,2,2,2,5,3,2,4,4,2,5,4,4,2,4,3,2,2,4,3,2,3,2,2,3
100,2277,EN,18,2,187,19,187,19,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,4,4, ,5, ,2, , , , ,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,2,2,4,5,1,5,5,1,1,4,2,5,4,2,1,2,1,5,4,1,2,3,1,4,2,1,2,3,1,5,5,2,1,4,1,5,4,3,1,1,1,4,2,4,4,4,4,4,4,5,5,5, ,3,5,3,4,4,3,2,5
100,2602,EN,18,2,187,44,187,25,4,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,5,6,technical school,5, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,2,2,4,2,2,2,2,4,2,2,2,2,2,3,3,2,3,2,2,2,3,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
100,4172,EN,18,2,187,44,187,25,18, ,1, , , , , , , , , , , ,1, , , , , , ,1,1, , ,2,2,2, , ,0,Grandmother,Grandfather,3,1,2,5, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,1,4,2,5,5,2,4,5,1,5,5,5,1,5,1,5,5,2,2,2,1,2,5,1,1,5,1,5,5,2,1,5,1,3,5,2,5,5,4,5,4,4,5,4,4,2,4,2,4,5,5,5,5,5,5,5,5,5,5
100,1117,EN,19,1,187,25,187,25,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,2, ,2, ,1,ch, , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,3,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,1,3,3,1,5,4,2,2,2,2,5,5,1,2,4,1,4,3,1,1,2,1,3,3,2,2,4,1,3,4,2,4,2,1,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
100,1275,EN,19,2,187,1,187,1,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,3,3,4,3, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,2,1,2,2,4,5,1,1,3,1,5,4,1,1,2,1,5,5,2,2,3,2,4,3,1,1,2,1,4,3,2,1,4,3,4,4,4,2,1,1,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
100,1447,EN,19,2,187,25,187,25,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,NA,NA,1,1,8,5, ,5, ,3, , , , ,3,2,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,3,4,4,5,4,5,5,5,5,2,2,2,4,2,5,5,1,2,4,1,4,4,1,2,2,1,4,3,2,3,2,4,4,2,2,2,5,1,5,2,1,3,4,1,5,3,4,3,3,4,3,3,5,4,3,4,5,3,4,3,4,3,3,5,3,2,5,3,4,5
100,1465,EN, ,1,187,44,187,44,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4, , ,2,2,10,3, ,2, ,2, , , , ,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,4,4,4,3,1,2,2,4,4,2,2,2,2,3,5,4,2,2,1,4,5,4,1,2,2,2,5,2,2,2,4,1,4,2,2,1,2,4,4,4,2,4,3,4,4,2,5,4,4,5,4,4,4,4,4,5,2,4,4,5,4,3,4,5
100,1953,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3 brothers, , ,3,3,8,1, ,1, ,11, , , , ,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,4,5,5,5,5,4,4,5,5,4,1,1,4,2,4,5,1,2,4,1,5,5,2,2,3,1,2,4,1,3,4,1,3,4,1,1,2,1,4,5,2,1,5,2,2,4,3,2,4,1,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,5
100,1613,EN,20,1,187,25,187,25,20, ,1, , , , ,1, , , , , ,1, ,1, , , ,1, , , , , ,2,2,2, , ,1, ,Step Father,1,1,3,6,Ged,6,Ged,13, ,Agnostic, , ,3,3,2,2,4,1,2,1,1,3,3,1,1,1,1,1,1,4,4,4,4,4,3,3,3,4,3,3,2,2,2,4,3,1,2,4,2,5,4,2,4,1,3,5,4,1,2,2,3,4,3,2,2,4,2,4,2,2,1,2,3,3,3,2,1,2,3,4,4,5,4,4,5,3,4,2,4,4,3,2,4,3,3,2,3,5,5
100,6250,EN,18,2,187,1,187,1,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,2, , ,1,none,none,4,4,7,3, ,2, ,1, , , , ,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,5,4,3,2,4,4,5,5,1,1,4,2,5,4,3,2,3,2,5,4,1,2,3,2,5,4,1,1,2,2,4,4,2,2,5,2,4,5,2,4,3,2,5,4,5,4,4,4,4,5,3,3,4,3,3,5,5,4,5,4,3,5
100,1840,EN,18,1,187,44,187,17,10,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,my biological mother,my biological father,1,1,6,3, ,3, ,2, , , , ,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,4,5,5,5,5,3,2,2,2,5,5,1,1,3,2,5,5,2,3,2,1,4,4,4,3,3,3,4,4,2,2,3,1,4,4,2,1,4,3,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,4,4,5
100,2141,EN,18,2,187,25,187,44,3,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,2,2,6,2, ,3, ,1,non denominational, , , ,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,2,4,2,4,5,1,1,4,1,5,4,1,1,4,1,5,5,1,1,4,2,4,4,1,1,4,1,4,4,1,1,4,2,4,4,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3
100,4323,EN,19,2,187,44,187,44,19,1, , ,1, , , , , , , , ,1, , ,1, , , , , , , , ,1,1,2, , ,5, , ,3,3,6,5, ,5, ,1, , , , ,2,1,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,4,1,2,2,2,4,4,2,2,3,2,4,4,2,2,4,2,4,2,3,4,3,2,4,4,3,3,4,2,4,3,4,3,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
100,9829,EN,18,2,187,44,187,44,18 years,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,1, , ,2,my biological mother,my biological father,1,1,7,1, ,1, ,1, , , , ,3,2,2,2,2,1,3,2,1,1,2,2,1,1,1,1,1,3,4,3,3,3,3,3,3,4,3,3,2,2,3,4,4,4,2,3,5,4,4,1,1,2,1,4,3,2,1,3,2,1,4,4,2,3,3,4,3,2,1,1,2,4,3,4,3,2,4,3,3,4,4,3,2,3,4,3,5,3,3,2,3,3,2,2,2,2,4
100,12912,EN,18,2,187,44,187,44,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,2, , ,2,2,7,2, ,4, ,2, , ,1,mother,1,2,2,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,3,4,4,4,2,3,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,3,4,2,4,4,4,4,2,2,4,4,4,2,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,4
100,2972,EN,19,2,187,25,187,25,19, ,1, , , , ,1, , ,1, , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,2,6,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100,2952,EN,19,2,187,25,187,25,19,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,1,1,2, , ,2,n/a,n/a,1,2,4,2, ,2, ,12, , , , ,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,4,3,5,5,4,2,2,3,4,4,2,2,3,4,2,4,3,2,4,1,4,4,4,2,1,2,4,3,4,2,4,4,3,4,3,4,1,1,3,5,4,5,3,3,2,4,3,4,4,4,4,4,4,3,4,4,2,2,2,2,2,3,2,3,4
100,4222,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4, , ,1,1,6,5, ,4, ,11, , , , ,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,4,3, ,5,4,3,2,2,2,3,4,4,3,3,4,2,5,3,3,3,2,2,4,4,2,2,3,2,4,3,2,2,3,2,4,3,2,2,3,3,4,3,3,3,2,2,2,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,2,2,3
100,2164,EN,18,2,187,10,187,1,14,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,mother,father,1,1,7,2, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,5,4,5,5,5,5,4,3,2,2,2,4,4,5,2,2,3,1,5,4,2,2,1,2,5,3,1,1,1,2,5,4,1,1,4,1,5,4,2,1,4,3,5,4,3,2,4,2,5,4,4,4,4,4,5,4,4,4,5,3,3,5,4,4,5,3,3,4
100,3033,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Grandmother,Step-Grandfather,4,4,7,3, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,5,3,3,2,2,4,5,3,2,3,3,1,5,5,3,2,2,3,5,4,3,2,2,3,4,4,3,3,2,1,4,4,3,1,3,2,4,3,2,2,2,3,3,3,4,4,3,2,3,4,3,3,2,3,3,4,3,3,3,2,4,5
100,6486,EN,18,2,187,19,187,25,18,1,1, , , , , , ,1,1, , , , , , , , , , ,1,1, , ,10,10,2, , ,4,my grandmother,my grandfather,1,1,5,6,i don't know,6,i don't know,11, , ,1,grandmother,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,3,4,2,4,2,1,5,3,4,2,2,2,3,5,4,4,5,2,3,4,5,1,4,1,3,4,2,2,2,4,3,4,2,1,1,1,5,4,4,2,1,4,5,3,2,3,4,1,1,5,3,1,5,2,2,3,5,2,2,3,2,3,5
100,1052,EN,19,2,187,25,187,25,8 years,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,5,2, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,5,5,5,5,5,1,1,5,1,5,5,1,1,5,1,5,5,1,1,4,1,5,5,1,1,5,1,5,3,1,1,3,1,5,5,2,1,5,1,5,5,3,3,4,1,5,5,5,5,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4
100,1554,EN,18,1,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,1,10,3, ,2, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,2,2,3,2,4,4,2,2,4,3,5,5,2,2,1,2,3,4,2,1,3,2,3,2,2,2,2,1,3,2,2,1,3,2,3,3,2,2,2,1,3,3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4
100,3676,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1 biological brother,still my biological mother,still my biological father,3,2,8,2, ,4, ,11, , , , ,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,3,2,2,4,1,4,2,1,2,4,1,4,4,1,1,2,1,5,4,1,2,5,1,5,4,2,1,4,1,4,4,2,1,4,2,4,4,4,2,3,1,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4
100,1733,EN,18,2,187,1,187,1,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,3, ,3, ,1, , , , ,1,1,3,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,5,2,1,3,2,4,5,5,1,2,1,4,1,5,2,1,1,5,1,5,4,2,1,1,1,5,4,1,2,3,1,4,2,3,1,5,1,4,4,1,1,5,1,5,4,4,1,1,1,4,3,5,5,4,4,4,4,1,4,4,2,2,4,4,1,4,2,2,4
100,2508,EN,18,1,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,3,4, ,3, ,1, , , , ,3,4,3,2,4,3,3,2,2,2,1,2,1,3,2,2,3,2,2,2,2,3,2,2,2,3,3,4,1,2,4,2,2,4,2,5,2,2,4,4,2,4,1,5,4,1,2,2,4,5,3,4,3,4,1,5,5,1,1,5,4,2,2,3,4,4,4,2,2,4,2,2,4,3,4,1,2,2,2,2,3,2,2,3,2,2,4
100,3231,EN,19,2,187,19,187,19,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,3,2,2, , ,2, , ,1,1,9,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,2,3,3,3,5,4,4,2,2,4,4,2,4,2,2,2,2,5,4,2,2,3,1,4,4,3,2,2,2,4,4,2,2,4,2,4,4,2,2,2,2,4,2,5,4,4,4,4,4,2,4,3,3,3,4,4,4,3,4,4,4
100,1817,EN,18,2,187,19,187,19,18 years,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,one biological older sister, , ,2,1,8,3, ,2, ,11, , , , ,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,3,2,1,5,1,5,4,1,2,5,1,5,5,1,1,2,1,5,5,1,2,4,1,4,4,1,1,4,1,5,5,1,1,5,1,5,5,2,1,4,1,4,5,4,4,4,5,5,5,2,5,5,4,4,5,4,5,5,4,5,5
